player,source_season,target_season,position,source_minutes,target_minutes,source_xg90,target_xg90,source_xa90,target_xa90
Phil Foden,2019,2020,FWD,888,1606,0.36,0.341,0.158,0.266
Phil Foden,2020,2021,MID,1606,2141,0.341,0.389,0.266,0.287
Phil Foden,2021,2022,FWD,2141,1837,0.389,0.303,0.287,0.279
Phil Foden,2022,2023,MID,1837,2895,0.303,0.352,0.279,0.265
Phil Foden,2023,2024,MID,2895,1680,0.352,0.322,0.265,0.283
Philip Billing,2017,2018,FWD,755,2199,0.015,0.068,0.062,0.075
Philip Billing,2018,2019,FWD,2199,2542,0.068,0.081,0.075,0.051
Philip Billing,2022,2023,MID,2822,1359,0.156,0.19,0.11,0.246
Philippe Coutinho,2014,2015,FWD,2810,2019,0.14,0.29,0.177,0.236
Philippe Coutinho,2015,2016,MID,2019,2265,0.29,0.352,0.236,0.249
Philippe Coutinho,2016,2017,MID,2265,2443,0.352,0.276,0.249,0.329
Philippe Coutinho,2017,2018,FWD,2443,2026,0.276,0.348,0.329,0.183
Philippe Coutinho,2018,2019,FWD,2026,1420,0.348,0.575,0.183,0.271
Philippe Coutinho,2019,2020,FWD,1420,667,0.575,0.579,0.271,0.092
Philippe Coutinho,2020,2021,FWD,667,1865,0.579,0.318,0.092,0.17
Philippe Coutinho,2021,2022,MID,1865,750,0.318,0.166,0.17,0.046
Pierre-Emile Højbjerg,2014,2015,MID,1292,1272,0.089,0.082,0.124,0.017
Pierre-Emile Højbjerg,2015,2016,MID,1272,1296,0.082,0.095,0.017,0.043
Pierre-Emile Højbjerg,2016,2017,MID,1296,1669,0.095,0.038,0.043,0.032
Pierre-Emile Højbjerg,2017,2018,MID,1669,2770,0.038,0.073,0.032,0.076
Pierre-Emile Højbjerg,2018,2019,MID,2770,2740,0.073,0.104,0.076,0.061
Pierre-Emile Højbjerg,2019,2020,FWD,2740,3420,0.104,0.03,0.061,0.046
Pierre-Emile Højbjerg,2020,2021,MID,3420,3202,0.03,0.074,0.046,0.071
Pierre-Emile Højbjerg,2021,2022,MID,3202,3137,0.074,0.044,0.071,0.092
Pierre-Emile Højbjerg,2022,2023,MID,3137,1212,0.044,0.04,0.092,0.084
Radu Dragusin,2023,2024,DEF,2127,1264,0.055,0.013,0.038,0.037
Raheem Sterling,2014,2015,FWD,3059,1943,0.258,0.331,0.178,0.15
Raheem Sterling,2015,2016,FWD,1943,2532,0.331,0.288,0.15,0.195
Raheem Sterling,2016,2017,MID,2532,2594,0.288,0.653,0.195,0.307
Raheem Sterling,2017,2018,FWD,2594,2788,0.653,0.514,0.307,0.348
Raheem Sterling,2018,2019,MID,2788,2678,0.514,0.665,0.348,0.242
Raheem Sterling,2019,2020,FWD,2678,2539,0.665,0.427,0.242,0.235
Raheem Sterling,2020,2021,FWD,2539,2119,0.427,0.67,0.235,0.213
Raheem Sterling,2021,2022,FWD,2119,1919,0.67,0.347,0.213,0.228
Raheem Sterling,2022,2023,MID,1919,1987,0.347,0.388,0.228,0.225
Raphael Varane,2014,2015,FWD,2030,2182,0.045,0.028,0.002,0.001
Raphael Varane,2015,2016,DEF,2182,1930,0.028,0.032,0.001,0.066
Raphael Varane,2016,2017,DEF,1930,2323,0.032,0.051,0.066,0.02
Raphael Varane,2017,2018,DEF,2323,2761,0.051,0.047,0.02,0.017
Raphael Varane,2018,2019,DEF,2761,2822,0.047,0.038,0.017,0.011
Raphael Varane,2019,2020,DEF,2822,2718,0.038,0.09,0.011,0.006
Raphael Varane,2020,2021,DEF,2718,1823,0.09,0.037,0.006,0.011
Raphael Varane,2021,2022,DEF,1823,1918,0.037,0.043,0.011,0.007
Raphael Varane,2022,2023,DEF,1918,1374,0.043,0.076,0.007,0.005
Rasmus Højlund,2022,2023,FWD,1846,2210,0.502,0.38,0.093,0.072
Rasmus Højlund,2023,2024,FWD,2210,1499,0.38,0.207,0.072,0.095
Rayan Ait Nouri,2019,2020,DEF,1293,1604,0.017,0.032,0.045,0.056
Rayan Ait Nouri,2020,2021,MID,1604,1820,0.032,0.027,0.056,0.081
Rayan Ait Nouri,2021,2022,MID,1820,1056,0.027,0.096,0.081,0.065
Rayan Ait Nouri,2022,2023,FWD,1056,2391,0.096,0.122,0.065,0.089
Rayan Ait Nouri,2023,2024,MID,2391,2515,0.122,0.091,0.089,0.095
Raúl Jiménez,2018,2019,FWD,3143,3269,0.409,0.455,0.2,0.199
Raúl Jiménez,2019,2020,FWD,3269,824,0.455,0.258,0.199,0.069
Raúl Jiménez,2020,2021,FWD,824,2651,0.258,0.24,0.069,0.115
Raúl Jiménez,2021,2022,FWD,2651,842,0.24,0.29,0.115,0.161
Raúl Jiménez,2022,2023,FWD,842,1423,0.29,0.379,0.161,0.107
Raúl Jiménez,2023,2024,FWD,1423,1965,0.379,0.554,0.107,0.165
Reece James,2019,2020,MID,1512,2355,0.049,0.059,0.189,0.139
Reece James,2020,2021,DEF,2355,1866,0.059,0.123,0.139,0.339
Reece James,2021,2022,MID,1866,1242,0.123,0.073,0.339,0.222
Reece James,2022,2023,FWD,1242,422,0.073,0.072,0.222,0.571
Reece James,2023,2024,FWD,422,698,0.072,0.027,0.571,0.048
Reiss Nelson,2018,2019,FWD,611,621,0.475,0.185,0.123,0.053
Ricardo Pereira,2015,2016,DEF,2280,2059,0.015,0.065,0.073,0.15
Ricardo Pereira,2018,2019,DEF,3129,2520,0.034,0.045,0.148,0.144
Ricardo Pereira,2019,2020,DEF,2520,954,0.045,0.034,0.144,0.072
Ricardo Pereira,2020,2021,FWD,954,1000,0.034,0.052,0.072,0.126
Ricardo Pereira,2021,2022,FWD,1000,450,0.052,0.017,0.126,0.083
Riccardo Calafiori,2023,2024,DEF,2342,933,0.053,0.075,0.066,0.039
Richarlison,2017,2018,MID,2832,2702,0.339,0.378,0.121,0.065
Richarlison,2018,2019,MID,2702,3100,0.378,0.286,0.065,0.194
Richarlison,2019,2020,MID,3100,2883,0.286,0.333,0.194,0.106
Richarlison,2020,2021,FWD,2883,2532,0.333,0.356,0.106,0.156
Richarlison,2021,2022,MID,2532,982,0.356,0.322,0.156,0.16
Richarlison,2022,2023,FWD,982,1511,0.322,0.573,0.16,0.117
Rico Henry,2021,2022,DEF,2796,3260,0.061,0.054,0.06,0.085
Rico Henry,2022,2023,DEF,3260,401,0.054,0.01,0.085,0.177
Rico Lewis,2022,2023,MID,904,802,0.02,0.096,0.137,0.198
Rico Lewis,2023,2024,FWD,802,1715,0.096,0.082,0.198,0.018
Robert Sánchez,2020,2021,GK,2430,3330,0.0,0.0,0.001,0.017
Robert Sánchez,2021,2022,GK,3330,2070,0.0,0.0,0.017,0.0
Robert Sánchez,2022,2023,GK,2070,1438,0.0,0.0,0.0,0.0
Robert Sánchez,2023,2024,GK,1438,2160,0.0,0.0,0.0,0.001
Robin Olsen,2018,2019,GK,2430,1530,0.0,0.0,0.002,0.0
Robin Olsen,2019,2020,GK,1530,630,0.0,0.0,0.0,0.0
Rodri,2016,2017,FWD,825,3230,0.022,0.038,0.058,0.047
Rodri,2017,2018,MID,3230,2750,0.038,0.092,0.047,0.048
Rodri,2018,2019,MID,2750,2488,0.092,0.027,0.048,0.105
Rodri,2019,2020,MID,2488,2751,0.027,0.087,0.105,0.076
Rodri,2020,2021,FWD,2751,2901,0.087,0.084,0.076,0.048
Rodri,2021,2022,MID,2901,2938,0.084,0.126,0.048,0.139
Rodri,2022,2023,DEF,2938,2967,0.126,0.13,0.139,0.162
Rodrigo Bentancur,2017,2018,FWD,544,1983,0.02,0.082,0.052,0.099
Rodrigo Bentancur,2018,2019,MID,1983,2198,0.082,0.027,0.099,0.15
Rodrigo Bentancur,2019,2020,MID,2198,2340,0.027,0.023,0.15,0.103
Rodrigo Bentancur,2020,2021,MID,2340,2540,0.023,0.038,0.103,0.141
Rodrigo Bentancur,2021,2022,MID,2540,1516,0.038,0.145,0.141,0.038
Rodrigo Bentancur,2022,2023,MID,1516,1016,0.145,0.144,0.038,0.045
Rodrigo Bentancur,2023,2024,MID,1016,1356,0.144,0.086,0.045,0.021
Rodrigo Muniz,2023,2024,FWD,1602,863,0.477,0.699,0.078,0.081
Romain Faivre,2020,2021,MID,2915,2689,0.187,0.27,0.192,0.193
Romain Faivre,2021,2022,FWD,2689,1539,0.27,0.17,0.193,0.159
Romain Faivre,2022,2023,MID,1539,1473,0.17,0.176,0.159,0.084
Ross Barkley,2014,2015,MID,1967,3102,0.172,0.255,0.118,0.171
Ross Barkley,2015,2016,FWD,3102,2922,0.255,0.214,0.171,0.224
Ross Barkley,2018,2019,MID,1228,1100,0.268,0.233,0.184,0.234
Ross Barkley,2019,2020,FWD,1100,1574,0.233,0.212,0.234,0.247
Ross Barkley,2022,2023,MID,910,2627,0.455,0.154,0.249,0.165
Ross Barkley,2023,2024,MID,2627,494,0.154,0.372,0.165,0.163
Ryan Christie,2022,2023,MID,1857,2974,0.132,0.062,0.1,0.192
Ryan Christie,2023,2024,MID,2974,2150,0.062,0.064,0.192,0.159
Ryan Fraser,2016,2017,MID,1774,2016,0.107,0.088,0.184,0.122
Ryan Fraser,2017,2018,MID,2016,3185,0.088,0.135,0.122,0.457
Ryan Fraser,2018,2019,MID,3185,2054,0.135,0.152,0.457,0.158
Ryan Fraser,2019,2020,MID,2054,920,0.152,0.088,0.158,0.212
Ryan Fraser,2020,2021,FWD,920,1476,0.088,0.175,0.212,0.131
Ryan Fraser,2021,2022,FWD,1476,309,0.175,0.09,0.131,0.104
Ryan Gravenberch,2022,2023,MID,527,1122,0.132,0.137,0.062,0.103
Ryan Gravenberch,2023,2024,FWD,1122,2594,0.137,0.041,0.103,0.079
Ryan Sessegnon,2018,2019,MID,2300,341,0.167,0.024,0.156,0.013
Ryan Sessegnon,2019,2020,DEF,341,1567,0.024,0.045,0.013,0.092
Ryan Sessegnon,2020,2021,DEF,1567,1065,0.045,0.032,0.092,0.277
Ryan Sessegnon,2021,2022,MID,1065,810,0.032,0.235,0.277,0.116
Ryan Yates,2022,2023,MID,1842,1967,0.085,0.12,0.052,0.046
Ryan Yates,2023,2024,MID,1967,1614,0.12,0.155,0.046,0.049
Rúben Dias,2020,2021,DEF,2848,2403,0.062,0.095,0.003,0.118
Rúben Dias,2021,2022,DEF,2403,2006,0.095,0.087,0.118,0.018
Rúben Dias,2022,2023,DEF,2006,2552,0.087,0.064,0.018,0.021
Rúben Dias,2023,2024,DEF,2552,1542,0.064,0.065,0.021,0.012
Said Benrahma,2020,2021,FWD,1381,2208,0.16,0.251,0.333,0.195
Said Benrahma,2021,2022,MID,2208,2070,0.251,0.276,0.195,0.207
Said Benrahma,2022,2023,MID,2070,1418,0.276,0.224,0.207,0.337
Sam Johnstone,2022,2023,GK,810,1800,0.0,0.0,0.0,0.0
Sam Johnstone,2023,2024,GK,1800,630,0.0,0.0,0.0,0.007
Sander Berge,2019,2020,MID,957,1116,0.056,0.098,0.067,0.143
Sander Berge,2023,2024,MID,3020,1738,0.063,0.004,0.095,0.031
Sandro Tonali,2019,2020,MID,3034,1342,0.028,0.029,0.189,0.083
Sandro Tonali,2020,2021,FWD,1342,2623,0.029,0.158,0.083,0.154
Sandro Tonali,2021,2022,MID,2623,2720,0.158,0.078,0.154,0.223
Sandro Tonali,2022,2023,MID,2720,436,0.078,0.177,0.223,0.114
Sandro Tonali,2023,2024,FWD,436,1809,0.177,0.146,0.114,0.029
Santiago Bueno,2022,2023,DEF,3017,817,0.023,0.0,0.029,0.021
Santiago Bueno,2023,2024,DEF,817,1534,0.0,0.019,0.021,0.0
Sasa Kalajdzic,2020,2021,FWD,2146,1218,0.471,0.528,0.136,0.207
Sasa Lukic,2016,2017,FWD,769,996,0.039,0.002,0.052,0.101
Sasa Lukic,2017,2018,MID,996,971,0.002,0.143,0.101,0.077
Sasa Lukic,2018,2019,MID,971,1843,0.143,0.062,0.077,0.024
Sasa Lukic,2019,2020,MID,1843,2116,0.062,0.083,0.024,0.054
Sasa Lukic,2020,2021,MID,2116,2989,0.083,0.138,0.054,0.109
Sasa Lukic,2021,2022,DEF,2989,1595,0.138,0.116,0.109,0.076
Sasa Lukic,2022,2023,MID,1595,1107,0.116,0.104,0.076,0.05
Sasa Lukic,2023,2024,MID,1107,1832,0.104,0.064,0.05,0.144
Scott McKenna,2022,2023,DEF,1568,420,0.004,0.036,0.049,0.041
Scott McTominay,2017,2018,MID,627,852,0.005,0.168,0.005,0.002
Scott McTominay,2018,2019,MID,852,1771,0.168,0.103,0.002,0.073
Scott McTominay,2019,2020,FWD,1771,2121,0.103,0.078,0.073,0.09
Scott McTominay,2020,2021,MID,2121,2410,0.078,0.055,0.09,0.063
Scott McTominay,2021,2022,MID,2410,1133,0.055,0.143,0.063,0.086
Scott McTominay,2022,2023,FWD,1133,1861,0.143,0.328,0.086,0.051
Scott McTominay,2023,2024,FWD,1861,2250,0.328,0.289,0.051,0.067
Seamus Coleman,2014,2015,DEF,3062,2392,0.059,0.087,0.08,0.054
Seamus Coleman,2015,2016,DEF,2392,2317,0.087,0.054,0.054,0.107
Seamus Coleman,2016,2017,DEF,2317,1038,0.054,0.118,0.107,0.068
Seamus Coleman,2017,2018,MID,1038,2564,0.118,0.048,0.068,0.133
Seamus Coleman,2018,2019,DEF,2564,1847,0.048,0.041,0.133,0.074
Seamus Coleman,2019,2020,DEF,1847,1612,0.041,0.05,0.074,0.084
Seamus Coleman,2020,2021,MID,1612,2663,0.05,0.04,0.084,0.027
Seamus Coleman,2021,2022,DEF,2663,1686,0.04,0.014,0.027,0.078
Seamus Coleman,2022,2023,DEF,1686,654,0.014,0.0,0.078,0.122
Sean Longstaff,2018,2019,MID,694,1354,0.098,0.078,0.078,0.062
Sean Longstaff,2019,2020,FWD,1354,1391,0.078,0.053,0.062,0.061
Sean Longstaff,2020,2021,MID,1391,1459,0.053,0.048,0.061,0.029
Sean Longstaff,2021,2022,MID,1459,2509,0.048,0.162,0.029,0.124
Sean Longstaff,2022,2023,MID,2509,2748,0.162,0.232,0.124,0.099
Sean Longstaff,2023,2024,MID,2748,721,0.232,0.051,0.099,0.026
Sepp van den Berg,2022,2023,DEF,692,2831,0.036,0.118,0.017,0.018
Sepp van den Berg,2023,2024,DEF,2831,1882,0.118,0.043,0.018,0.009
Serge Aurier,2014,2015,DEF,1133,1887,0.036,0.151,0.274,0.092
Serge Aurier,2015,2016,DEF,1887,1830,0.151,0.171,0.092,0.152
Serge Aurier,2016,2017,DEF,1830,1432,0.171,0.048,0.152,0.166
Serge Aurier,2017,2018,DEF,1432,566,0.048,0.022,0.166,0.2
Serge Aurier,2018,2019,MID,566,2716,0.022,0.016,0.2,0.119
Serge Aurier,2019,2020,DEF,2716,1619,0.016,0.082,0.119,0.207
Serge Aurier,2020,2021,DEF,1619,993,0.082,0.068,0.207,0.082
Serge Aurier,2021,2022,FWD,993,1958,0.068,0.031,0.082,0.037
Serge Aurier,2022,2023,MID,1958,843,0.031,0.022,0.037,0.064
Sergio Reguilón,2018,2019,DEF,1122,2510,0.022,0.088,0.156,0.147
Sergio Reguilón,2019,2020,DEF,2510,2258,0.088,0.046,0.147,0.084
Sergio Reguilón,2020,2021,DEF,2258,1929,0.046,0.139,0.084,0.165
Shandon Baptiste,2021,2022,FWD,909,568,0.057,0.029,0.054,0.171
Simon Adingra,2023,2024,MID,2256,694,0.203,0.258,0.132,0.153
Sofyan Amrabat,2019,2020,MID,2940,2458,0.066,0.015,0.07,0.021
Sofyan Amrabat,2020,2021,MID,2458,900,0.015,0.013,0.021,0.02
Sofyan Amrabat,2021,2022,MID,900,2016,0.013,0.018,0.02,0.036
Sofyan Amrabat,2022,2023,MID,2016,922,0.018,0.007,0.036,0.026
Solly March,2017,2018,MID,1817,2480,0.062,0.08,0.086,0.189
Solly March,2018,2019,MID,2480,1132,0.08,0.117,0.189,0.088
Solly March,2019,2020,MID,1132,1684,0.117,0.095,0.088,0.09
Solly March,2020,2021,MID,1684,1723,0.095,0.076,0.09,0.156
Solly March,2021,2022,MID,1723,2745,0.076,0.265,0.156,0.314
Solly March,2022,2023,FWD,2745,571,0.265,0.429,0.314,0.156
Son Heung-Min,2014,2015,MID,2305,1175,0.208,0.352,0.107,0.059
Son Heung-Min,2015,2016,MID,1175,2069,0.352,0.338,0.059,0.204
Son Heung-Min,2016,2017,MID,2069,2315,0.338,0.428,0.204,0.256
Son Heung-Min,2017,2018,FWD,2315,2061,0.428,0.365,0.256,0.173
Son Heung-Min,2018,2019,MID,2061,2511,0.365,0.348,0.173,0.241
Son Heung-Min,2019,2020,MID,2511,3139,0.348,0.316,0.241,0.273
Son Heung-Min,2020,2021,MID,3139,3051,0.316,0.501,0.273,0.231
Son Heung-Min,2021,2022,MID,3051,2920,0.501,0.296,0.231,0.195
Son Heung-Min,2022,2023,MID,2920,2989,0.296,0.391,0.195,0.402
Son Heung-Min,2023,2024,MID,2989,2032,0.391,0.342,0.402,0.401
Stefan Ortega Moreno,2020,2021,GK,3060,2970,0.0,0.0,0.008,0.006
Stefan Ortega Moreno,2023,2024,GK,626,900,0.0,0.0,0.0,0.0
Stephy Mavididi,2019,2020,FWD,1400,2038,0.212,0.256,0.057,0.053
Stephy Mavididi,2020,2021,FWD,2038,2325,0.256,0.268,0.053,0.102
Stephy Mavididi,2021,2022,FWD,2325,1278,0.268,0.26,0.102,0.089
Sven Botman,2020,2021,DEF,3311,2250,0.022,0.076,0.007,0.008
Sven Botman,2021,2022,DEF,2250,3141,0.076,0.07,0.008,0.027
Sven Botman,2022,2023,DEF,3141,1383,0.07,0.064,0.027,0.074
Sávio,2023,2024,FWD,3062,1691,0.181,0.266,0.249,0.352
Taiwo Awoniyi,2019,2020,MID,461,1376,0.549,0.426,0.136,0.083
Taiwo Awoniyi,2020,2021,FWD,1376,2227,0.426,0.6,0.083,0.094
Taiwo Awoniyi,2021,2022,FWD,2227,1426,0.6,0.508,0.094,0.065
Taiwo Awoniyi,2022,2023,FWD,1426,1066,0.508,0.427,0.065,0.138
Taiwo Awoniyi,2023,2024,FWD,1066,320,0.427,0.68,0.138,0.025
Takehiro Tomiyasu,2019,2020,DEF,2538,2721,0.039,0.076,0.059,0.014
Takehiro Tomiyasu,2020,2021,DEF,2721,1694,0.076,0.021,0.014,0.057
Takehiro Tomiyasu,2021,2022,DEF,1694,632,0.021,0.021,0.057,0.086
Takehiro Tomiyasu,2022,2023,FWD,632,1106,0.021,0.132,0.086,0.048
Tariq Lamptey,2019,2020,MID,624,904,0.01,0.07,0.166,0.081
Tariq Lamptey,2020,2021,MID,904,1543,0.07,0.058,0.081,0.167
Tariq Lamptey,2021,2022,FWD,1543,414,0.058,0.045,0.167,0.043
Tariq Lamptey,2022,2023,DEF,414,923,0.045,0.056,0.043,0.118
Tariq Lamptey,2023,2024,FWD,923,770,0.056,0.04,0.118,0.105
Thiago Alcántara,2015,2016,MID,1637,2291,0.16,0.196,0.196,0.124
Thiago Alcántara,2016,2017,MID,2291,1241,0.196,0.177,0.124,0.135
Thiago Alcántara,2017,2018,MID,1241,2412,0.177,0.082,0.135,0.145
Thiago Alcántara,2018,2019,MID,2412,1773,0.082,0.131,0.145,0.056
Thiago Alcántara,2019,2020,FWD,1773,1865,0.131,0.058,0.056,0.123
Thiago Alcántara,2020,2021,MID,1865,1531,0.058,0.096,0.123,0.151
Thiago Alcántara,2021,2022,MID,1531,1258,0.096,0.028,0.151,0.1
Thiago Silva,2014,2015,DEF,2309,2623,0.086,0.048,0.01,0.072
Thiago Silva,2015,2016,DEF,2623,2386,0.048,0.119,0.072,0.093
Thiago Silva,2016,2017,DEF,2386,2115,0.119,0.025,0.093,0.01
Thiago Silva,2017,2018,DEF,2115,2076,0.025,0.043,0.01,0.028
Thiago Silva,2018,2019,DEF,2076,1586,0.043,0.013,0.028,0.0
Thiago Silva,2019,2020,DEF,1586,1938,0.013,0.061,0.0,0.014
Thiago Silva,2020,2021,DEF,1938,2638,0.061,0.037,0.014,0.009
Thiago Silva,2021,2022,DEF,2638,2352,0.037,0.055,0.009,0.022
Thiago Silva,2022,2023,DEF,2352,2530,0.055,0.028,0.022,0.05
Thilo Kehrer,2016,2017,DEF,1077,2369,0.069,0.067,0.07,0.018
Thilo Kehrer,2017,2018,DEF,2369,1899,0.067,0.104,0.018,0.033
Thilo Kehrer,2018,2019,DEF,1899,477,0.104,0.043,0.033,0.069
Thilo Kehrer,2019,2020,DEF,477,1603,0.043,0.023,0.069,0.032
Thilo Kehrer,2020,2021,DEF,1603,1497,0.023,0.063,0.032,0.007
Thilo Kehrer,2021,2022,FWD,1497,2228,0.063,0.026,0.007,0.029
Thilo Kehrer,2022,2023,DEF,2228,1338,0.026,0.063,0.029,0.061
Thomas Partey,2014,2015,MID,2372,410,0.112,0.552,0.017,0.169
Thomas Partey,2015,2016,FWD,410,628,0.552,0.278,0.169,0.183
Thomas Partey,2016,2017,DEF,628,2386,0.278,0.063,0.183,0.019
Thomas Partey,2017,2018,MID,2386,2071,0.063,0.07,0.019,0.045
Thomas Partey,2018,2019,MID,2071,2544,0.07,0.069,0.045,0.037
Thomas Partey,2019,2020,MID,2544,1739,0.069,0.064,0.037,0.058
Thomas Partey,2020,2021,MID,1739,2045,0.064,0.133,0.058,0.038
Thomas Partey,2021,2022,MID,2045,2484,0.133,0.081,0.038,0.07
Thomas Partey,2022,2023,DEF,2484,793,0.081,0.041,0.07,0.049
Thomas Partey,2023,2024,MID,793,2289,0.041,0.057,0.049,0.096
Thomas Strakosha,2016,2017,GK,1844,3420,0.0,0.0,0.0,0.001
Thomas Strakosha,2017,2018,GK,3420,3150,0.0,0.0,0.001,0.0
Thomas Strakosha,2018,2019,GK,3150,3420,0.0,0.0,0.0,0.003
Thomas Strakosha,2019,2020,GK,3420,810,0.0,0.0,0.003,0.0
Thomas Strakosha,2020,2021,GK,810,2070,0.0,0.0,0.0,0.001
Tim Ream,2022,2023,DEF,2900,1513,0.015,0.057,0.002,0.0
Timo Werner,2014,2015,FWD,1620,2201,0.143,0.492,0.085,0.121
Timo Werner,2015,2016,MID,2201,2450,0.492,0.534,0.121,0.127
Timo Werner,2016,2017,FWD,2450,2497,0.534,0.489,0.127,0.163
Timo Werner,2017,2018,FWD,2497,2537,0.489,0.617,0.163,0.199
Timo Werner,2018,2019,FWD,2537,2825,0.617,0.747,0.199,0.308
Timo Werner,2019,2020,FWD,2825,2605,0.747,0.464,0.308,0.23
Timo Werner,2020,2021,FWD,2605,1291,0.464,0.43,0.23,0.022
Timo Werner,2021,2022,FWD,1291,1965,0.43,0.445,0.022,0.131
Timo Werner,2022,2023,FWD,1965,1019,0.445,0.603,0.131,0.312
Timo Werner,2023,2024,MID,1019,488,0.603,0.176,0.312,0.568
Timothy Castagne,2017,2018,DEF,1509,1991,0.059,0.14,0.132,0.121
Timothy Castagne,2018,2019,MID,1991,1762,0.14,0.101,0.121,0.136
Timothy Castagne,2019,2020,MID,1762,2349,0.101,0.061,0.136,0.088
Timothy Castagne,2020,2021,DEF,2349,2118,0.061,0.04,0.088,0.046
Timothy Castagne,2021,2022,DEF,2118,3257,0.04,0.053,0.046,0.088
Timothy Castagne,2022,2023,DEF,3257,2627,0.053,0.046,0.088,0.054
Timothy Castagne,2023,2024,FWD,2627,1414,0.046,0.023,0.054,0.056
Tom Cairney,2022,2023,MID,929,1427,0.15,0.064,0.157,0.196
Tom Cairney,2023,2024,FWD,1427,394,0.064,0.03,0.196,0.325
Tom Davies,2016,2017,MID,1540,1901,0.082,0.07,0.115,0.031
Tom Davies,2017,2018,MID,1901,973,0.07,0.029,0.031,0.054
Tom Davies,2018,2019,FWD,973,2025,0.029,0.073,0.054,0.024
Tom Davies,2019,2020,MID,2025,1433,0.073,0.011,0.024,0.06
Tomas Soucek,2019,2020,MID,1042,3420,0.209,0.236,0.03,0.064
Tomas Soucek,2020,2021,MID,3420,3062,0.236,0.162,0.064,0.064
Tomas Soucek,2021,2022,MID,3062,2839,0.162,0.121,0.064,0.061
Tomas Soucek,2022,2023,MID,2839,2885,0.121,0.233,0.061,0.067
Tomas Soucek,2023,2024,MID,2885,2161,0.233,0.265,0.067,0.039
Tommy Doyle,2023,2024,FWD,1175,431,0.032,0.076,0.052,0.073
Tosin Adarabioyo,2022,2023,DEF,2081,1618,0.025,0.053,0.01,0.008
Tosin Adarabioyo,2023,2024,DEF,1618,1089,0.053,0.077,0.008,0.028
Toti,2021,2022,DEF,360,973,0.009,0.022,0.0,0.017
Toti,2022,2023,FWD,973,2789,0.022,0.054,0.017,0.039
Toti,2023,2024,DEF,2789,1902,0.054,0.012,0.039,0.043
Trent Alexander-Arnold,2017,2018,DEF,1582,2475,0.053,0.054,0.143,0.263
Trent Alexander-Arnold,2018,2019,DEF,2475,3183,0.054,0.087,0.263,0.316
Trent Alexander-Arnold,2019,2020,FWD,3183,3040,0.087,0.077,0.316,0.254
Trent Alexander-Arnold,2020,2021,DEF,3040,2856,0.077,0.069,0.254,0.4
Trent Alexander-Arnold,2021,2022,DEF,2856,2954,0.069,0.057,0.4,0.403
Trent Alexander-Arnold,2022,2023,DEF,2954,2190,0.057,0.113,0.403,0.344
Trent Alexander-Arnold,2023,2024,DEF,2190,2186,0.113,0.066,0.344,0.319
Trevoh Chalobah,2020,2021,DEF,2239,1459,0.094,0.073,0.03,0.016
Trevoh Chalobah,2021,2022,DEF,1459,1598,0.073,0.045,0.016,0.011
Trevoh Chalobah,2022,2023,DEF,1598,944,0.045,0.034,0.011,0.007
Trevoh Chalobah,2023,2024,DEF,944,1452,0.034,0.118,0.007,0.132
Tyler Adams,2018,2019,MID,724,955,0.008,0.035,0.131,0.063
Tyler Adams,2019,2020,MID,955,1852,0.035,0.067,0.063,0.043
Tyler Adams,2020,2021,MID,1852,1334,0.067,0.009,0.043,0.031
Tyler Adams,2021,2022,FWD,1334,2159,0.009,0.003,0.031,0.057
Tyrick Mitchell,2020,2021,DEF,1710,3100,0.057,0.006,0.012,0.056
Tyrick Mitchell,2021,2022,DEF,3100,2903,0.006,0.028,0.056,0.048
Tyrick Mitchell,2022,2023,DEF,2903,3221,0.028,0.062,0.048,0.102
Tyrick Mitchell,2023,2024,MID,3221,2486,0.062,0.048,0.102,0.231
Tyrone Mings,2019,2020,DEF,2902,3194,0.028,0.058,0.018,0.011
Tyrone Mings,2020,2021,DEF,3194,3186,0.058,0.039,0.011,0.04
Tyrone Mings,2021,2022,DEF,3186,3150,0.039,0.035,0.04,0.033
Valentino Livramento,2023,2024,DEF,1275,2038,0.068,0.006,0.076,0.089
Victor Kristiansen,2022,2023,DEF,902,2323,0.012,0.01,0.067,0.092
Victor Kristiansen,2023,2024,DEF,2323,2361,0.01,0.006,0.092,0.062
Victor Lindelöf,2017,2018,DEF,1280,2604,0.001,0.029,0.015,0.055
Victor Lindelöf,2018,2019,DEF,2604,3100,0.029,0.005,0.055,0.011
Victor Lindelöf,2019,2020,DEF,3100,2587,0.005,0.028,0.011,0.014
Victor Lindelöf,2020,2021,DEF,2587,2349,0.028,0.007,0.014,0.025
Victor Lindelöf,2021,2022,DEF,2349,1350,0.007,0.015,0.025,0.006
Victor Lindelöf,2022,2023,DEF,1350,1340,0.015,0.029,0.006,0.019
Vinicius Souza,2022,2023,FWD,2431,2676,0.034,0.017,0.018,0.026
Virgil van Dijk,2015,2016,DEF,3060,1857,0.097,0.066,0.039,0.023
Virgil van Dijk,2016,2017,DEF,1857,2252,0.066,0.078,0.023,0.093
Virgil van Dijk,2017,2018,DEF,2252,3388,0.078,0.093,0.093,0.034
Virgil van Dijk,2018,2019,DEF,3388,3420,0.093,0.078,0.034,0.03
Virgil van Dijk,2019,2020,DEF,3420,370,0.078,0.135,0.03,0.0
Virgil van Dijk,2020,2021,DEF,370,3060,0.135,0.064,0.0,0.046
